Player,pass_yds,yrs_active,team,comp,att,pass_td,passer_rate,int,sacks,yds_lost,pick_6,pass_yds_game,comp_%,int_%,comebacks,wAV,game_win_drive,num_teams,teams,hof,tot_yrs_played,Year_Drafted,Year_Final,Career Earnings (millions),Cap-Inflated Earnings (millions),Earnings By Team Dict,_merge
Steve Ramsey,,1970-1976,den,,,,,,,,4.0,,,,,,,1.0,DEN,0.0,7.0,,,,,,left_only
Bob Hoernschemeyer,,1946-1955,3TM,,,,,56.0,,,,,,,,,,3.0,tm,0.0,10.0,,,,,,left_only
Dave Wilson,,1981-1988,nor,,,,,55.0,99.0,824.0,,,,,,,,1.0,NOR,0.0,8.0,,,,,,left_only
Scott Brunner,,1980-1985,2TM,,,,,54.0,,,5.0,,,,4.0,,7.0,2.0,tm,0.0,6.0,,,,,,left_only
Johnny Lujack,,1948-1951,chi,,,,,54.0,,,,,,,,,,1.0,CHI,0.0,4.0,,,,,,left_only
Fred Enke,,1948-1954,3TM,,,,,53.0,,,,,,,,,,3.0,tm,0.0,7.0,,,,,,left_only
Irv Comp,,1943-1949,gnb,,,,,52.0,,,,,,,,,,1.0,GNB,0.0,7.0,,,,,,left_only
Ralph Guglielmi,,1955-1963,4TM,,,,,52.0,,918.0,,,,,,,,4.0,tm,0.0,9.0,,,,,,left_only
Charlie O'Rourke,,1942-1949,3TM,,,,,51.0,,,,,,,,,,3.0,tm,0.0,8.0,,,,,,left_only
David Whitehurst,,1977-1983,gnb,,,,,51.0,99.0,738.0,4.0,,,,,,,1.0,GNB,0.0,7.0,,,,,,left_only
Marty Domres,,1969-1977,4TM,,,,,50.0,,,,,,,,,,4.0,tm,0.0,9.0,,,,,,left_only
Marty Domres,,1969-1977,clt,,,,,,,,4.0,,,,,,,1.0,CLT,0.0,9.0,,,,,,left_only
Gary Huff,,1973-1978,2TM,,,,,50.0,82.0,812.0,,,,,,,,2.0,tm,0.0,6.0,,,,,,left_only
Ace Parker,,1937-1946,3TM,,,,,50.0,,,,,,,,,,3.0,tm,1.0,10.0,,,,,,left_only
Bud Schwenk,,1942-1948,4TM,,,,,50.0,,,,,,,,,,4.0,tm,0.0,7.0,,,,,,left_only
Rob Johnson,,1995-2003,5TM,,,,,,140.0,817.0,,,,,4.0,,,5.0,tm,0.0,9.0,1995.0,2003.0,21.495,95.343,"{'Bills': 18.85, 'Commanders': 0.9, 'Jaguars': 0.858, 'Buccaneers': 0.675, 'Raiders': 0.212}",both
Hugh Millen,,1987-1995,4TM,,,,,,126.0,830.0,,,,,,,5.0,4.0,tm,0.0,9.0,,,,,,left_only
Zach Wilson,,2021-2023,nyj,,,,,,113.0,885.0,,,,,5.0,,5.0,1.0,NYJ,0.0,3.0,2021.0,9999.0,32.424,42.881,{'Jets': 32.424},both
Joe Pisarcik,,1977-1984,2TM,,,,,,112.0,845.0,4.0,,,,,,,2.0,tm,0.0,8.0,,,,,,left_only
J.P. Losman,,2004-2011,3TM,,,,,,108.0,789.0,,,,,,,6.0,3.0,tm,0.0,8.0,,,,,,left_only
Damon Huard,,1998-2008,3TM,,,,,,94.0,,,,,,6.0,,8.0,3.0,tm,0.0,11.0,,,,,,left_only
Dick Shiner,,1964-1974,6TM,,,,,,94.0,718.0,,,,,,,,6.0,tm,0.0,11.0,,,,,,left_only
Dick Shiner,,1964-1974,pit,,,,,,,,5.0,,,,,,,1.0,PIT,0.0,11.0,,,,,,left_only
Bob Lee,,1969-1980,3TM,,,,,,93.0,805.0,,,,,,,5.0,3.0,tm,0.0,12.0,,,,,,left_only
David Archer,,1984-1989,3TM,,,,,,89.0,,,,,,,,,3.0,tm,0.0,6.0,,,,,,left_only
David Klingler,,1992-1997,2TM,,,,,,87.0,,,,,,,,,2.0,tm,0.0,6.0,,,,,,left_only
Jack Thompson,,1979-1984,2TM,,,,,,85.0,695.0,,,,,,,,2.0,tm,0.0,6.0,,,,,,left_only
Steve Tensi,,1965-1970,2TM,,,,,,82.0,672.0,,,,,,,,2.0,tm,0.0,6.0,,,,,,left_only
Steve Tensi,,1965-1970,den,,,,,,,,5.0,,,,,,,1.0,DEN,0.0,6.0,,,,,,left_only
Don Trull,,1964-1969,2TM,,,,,,,694.0,5.0,,,,,,,2.0,tm,0.0,6.0,,,,,,left_only
Ty Detmer,,1993-2003,3TM,,,,,,,,6.0,,,,,,,3.0,tm,0.0,11.0,,,,,,left_only
Ty Detmer,,1993-2003,5TM,,,,,,,,,,,,5.0,,6.0,5.0,tm,0.0,11.0,,,,,,left_only
Trent Edwards,,2007-2012,buf,,,,,,,,6.0,,,,,,,1.0,BUF,0.0,6.0,,,,,,left_only
Trent Edwards,,2007-2012,3TM,,,,,,,,,,,,4.0,,5.0,3.0,tm,0.0,6.0,,,,,,left_only
A.J. Feeley,,2001-2011,2TM,,,,,,,,6.0,,,,,,,2.0,tm,0.0,11.0,,,,,,left_only
A.J. Feeley,,2001-2011,3TM,,,,,,,,,,,,,,5.0,3.0,tm,0.0,11.0,,,,,,left_only
Ryan Leaf,,1998-2001,2TM,,,,,,,,6.0,,,,,,,2.0,tm,0.0,4.0,,,,,,left_only
Kellen Clemens,,2006-2017,3TM,,,,,,,,5.0,,,,,,,3.0,tm,0.0,12.0,2014.0,2017.0,5.145,8.958,{'Chargers': 5.145},both
Scott Hunter,,1971-1979,2TM,,,,,,,,5.0,,,,,,,2.0,tm,0.0,9.0,,,,,,left_only
Scott Hunter,,1971-1979,4TM,,,,,,,,,,,,6.0,,9.0,4.0,tm,0.0,9.0,,,,,,left_only
George Izo,,1960-1966,3TM,,,,,,,,5.0,,,,,,,3.0,tm,0.0,7.0,,,,,,left_only
Danny Kanell,,1996-2003,2TM,,,,,,,,5.0,,,,,,,2.0,tm,0.0,8.0,,,,,,left_only
Mike McMahon,,2001-2005,2TM,,,,,,,,5.0,,,,,,,2.0,tm,0.0,5.0,,,,,,left_only
Chris Redman,,2000-2011,2TM,,,,,,,,5.0,,,,,,,2.0,tm,0.0,12.0,,,,,,left_only
Josh Rosen,,2018-2021,2TM,,,,,,,,5.0,,,,,,,2.0,tm,0.0,4.0,2018.0,2022.0,18.785,26.115,"{'Cardinals': 11.358, 'Dolphins': 6.239, 'Falcons': 0.85, 'Buccaneers': 0.126, '49ers': 0.088, 'Browns': 0.077, 'Vikings': 0.046}",both
Chris Weinke,,2001-2007,car,,,,,,,,5.0,,,,,,,1.0,CAR,0.0,7.0,,,,,,left_only
Tony Adams,,1975-1987,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,13.0,,,,,,left_only
Todd Blackledge,,1983-1989,kan,,,,,,,,4.0,,,,,,,1.0,KAN,0.0,7.0,,,,,,left_only
Todd Bouman,,2001-2010,3TM,,,,,,,,4.0,,,,,,,3.0,tm,0.0,10.0,,,,,,left_only
Stoney Case,,1995-2000,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,6.0,,,,,,left_only
Austin Davis,,2014-2017,ram,,,,,,,,4.0,,,,,,,1.0,RAM,0.0,4.0,2012.0,2017.0,5.214,9.057,"{'Browns': 1.534, 'Broncos': 1.25, 'Rams': 1.247, 'Seahawks': 1.084, 'Titans': 0.093, 'Dolphins': 0.006}",both
Ken Dorsey,,2004-2008,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,5.0,,,,,,left_only
Matt Flynn,,2008-2014,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,7.0,2008.0,2015.0,17.759,36.93,"{'Seahawks': 8.0, 'Raiders': 6.079, 'Packers': 3.064, 'Saints': 0.409, 'Bills': 0.126, 'Jets': 0.06, 'Patriots': 0.02}",both
Matt Flynn,,2008-2014,3TM,,,,,,,,,,,,4.0,,,3.0,tm,0.0,7.0,2008.0,2015.0,17.759,36.93,"{'Seahawks': 8.0, 'Raiders': 6.079, 'Packers': 3.064, 'Saints': 0.409, 'Bills': 0.126, 'Jets': 0.06, 'Patriots': 0.02}",both
Bob Gagliano,,1982-1992,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,11.0,,,,,,left_only
George Herring,,1960-1961,den,,,,,,,,4.0,,,,,,,1.0,DEN,0.0,2.0,,,,,,left_only
Kelly Holcomb,,1997-2007,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,11.0,,,,,,left_only
Sam Howell,,2022-2023,was,,,,,,,,4.0,,,,,,,1.0,WAS,0.0,2.0,2022.0,9999.0,1.937,2.297,{'Commanders': 1.937},both
Kevin Kolb,,2007-2012,phi,,,,,,,,4.0,,,,,,,1.0,PHI,0.0,6.0,2007.0,2013.0,37.68,78.485,"{'Cardinals': 20.5, 'Eagles': 14.43, 'Bills': 2.75}",both
Kevin Kolb,,2007-2012,2TM,,,,,,,,,,,,4.0,,,2.0,tm,0.0,6.0,2007.0,2013.0,37.68,78.485,"{'Cardinals': 20.5, 'Eagles': 14.43, 'Bills': 2.75}",both
Pete Liske,,1964-1972,3TM,,,,,,,,4.0,,,,,,,3.0,tm,0.0,9.0,,,,,,left_only
Shane Matthews,,1996-2004,chi,,,,,,,,4.0,,,,,,,1.0,CHI,0.0,9.0,,,,,,left_only
Nick Mullens,,2018-2024,sfo,,,,,,,,4.0,,,,,,,1.0,SFO,0.0,7.0,2017.0,9999.0,6.525,8.172,"{'Vikings': 3.363, '49ers': 1.87, 'Raiders': 0.692, 'Browns': 0.4, 'Eagles': 0.2}",both
Rick Norton,,1966-1970,mia,,,,,,,,4.0,,,,,,,1.0,MIA,0.0,5.0,,,,,,left_only
Patrick Ramsey,,2002-2008,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,7.0,,,,,,left_only
Frank Reich,,1985-1998,3TM,,,,,,,,4.0,,,,,,,3.0,tm,0.0,14.0,,,,,,left_only
M.C. Reynolds,,1958-1962,buf,,,,,,,,4.0,,,,,,,1.0,BUF,0.0,5.0,,,,,,left_only
Turk Schonert,,1981-1989,cin,,,,,,,,4.0,,,,,,,1.0,CIN,0.0,9.0,,,,,,left_only
Billy Volek,,2001-2011,oti,,,,,,,,4.0,,,,,,,1.0,OTI,0.0,11.0,,,,,,left_only
Tommy Wade,,1964-1965,pit,,,,,,,,4.0,,,,,,,1.0,PIT,0.0,2.0,,,,,,left_only
Danny Wuerffel,,1997-2002,2TM,,,,,,,,4.0,,,,,,,2.0,tm,0.0,6.0,,,,,,left_only
Bruce Gradkowski,,2006-2014,5TM,,,,,,,,,,,,6.0,,7.0,5.0,tm,0.0,9.0,2013.0,2015.0,5.163,9.932,{'Steelers': 5.163},both
Kenny Pickett,,2022-2023,pit,,,,,,,,,,,,6.0,,7.0,1.0,PIT,0.0,2.0,2022.0,9999.0,9.461,11.484,{'Steelers': 9.461},both
John Skelton,,2010-2012,crd,,,,,,,,,,,,6.0,,7.0,1.0,CRD,0.0,3.0,,,,,,left_only
Tim Tebow,,2010-2012,2TM,,,,,,,,,,,,6.0,,6.0,2.0,tm,0.0,3.0,2010.0,2012.0,9.595,20.094,"{'Broncos': 5.491, 'Jets': 4.104}",both
Quincy Carter,,2001-2004,2TM,,,,,,,,,,,,5.0,,7.0,2.0,tm,0.0,4.0,,,,,,left_only
Cody Carlson,,1988-1994,oti,,,,,,,,,,,,4.0,,5.0,1.0,OTI,0.0,7.0,,,,,,left_only
Johnny Green,,1960-1963,2TM,,,,,,,,,,,,4.0,,5.0,2.0,tm,0.0,4.0,,,,,,left_only
Jeff Kemp,,1981-1991,4TM,,,,,,,,,,,,4.0,,5.0,4.0,tm,0.0,11.0,,,,,,left_only
Shaun King,,1999-2004,2TM,,,,,,,,,,,,4.0,,5.0,2.0,tm,0.0,6.0,,,,,,left_only
Jeff Rutledge,,1979-1992,3TM,,,,,,,,,,,,4.0,,5.0,3.0,tm,0.0,14.0,,,,,,left_only
Drew Stanton,,2008-2017,2TM,,,,,,,,,,,,4.0,,,2.0,tm,0.0,10.0,2007.0,2020.0,26.36,46.622,"{'Cardinals': 14.75, 'Browns': 6.031, 'Lions': 4.305, 'Colts': 0.75, 'Jets': 0.5, 'Buccaneers': 0.024}",both
Cliff Stoudt,,1980-1989,3TM,,,,,,,,,,,,4.0,,,3.0,tm,0.0,10.0,,,,,,left_only
Reggie White,,1985-2000,3TM,,,,,,,,,,,,,160.0,,3.0,tm,1.0,16.0,,,,,,left_only
Jerry Rice,,1985-2004,3TM,,,,,,,,,,,,,160.0,,3.0,tm,1.0,20.0,,,,,,left_only
Ray Lewis,,1996-2012,rav,,,,,,,,,,,,,160.0,,1.0,RAV,1.0,17.0,,,,,,left_only
Bruce Smith,,1985-2003,2TM,,,,,,,,,,,,,152.0,,2.0,tm,1.0,19.0,,,,,,left_only
Lawrence Taylor,,1981-1993,nyg,,,,,,,,,,,,,146.0,,1.0,NYG,1.0,13.0,,,,,,left_only
Alan Page,,1967-1981,2TM,,,,,,,,,,,,,144.0,,2.0,tm,1.0,15.0,,,,,,left_only
Rod Woodson,,1987-2003,4TM,,,,,,,,,,,,,142.0,,4.0,tm,1.0,17.0,,,,,,left_only
Derrick Brooks,,1995-2008,tam,,,,,,,,,,,,,142.0,,1.0,TAM,1.0,14.0,,,,,,left_only
Bruce Matthews,,1983-2001,oti,,,,,,,,,,,,,138.0,,1.0,OTI,1.0,19.0,,,,,,left_only
Anthony Munoz,,1980-1992,cin,,,,,,,,,,,,,138.0,,1.0,CIN,1.0,13.0,,,,,,left_only
Junior Seau,,1990-2009,3TM,,,,,,,,,,,,,133.0,,3.0,tm,1.0,20.0,,,,,,left_only
Marshall Faulk,,1994-2005,2TM,,,,,,,,,,,,,132.0,,2.0,tm,1.0,12.0,,,,,,left_only
Carl Eller,,1964-1979,2TM,,,,,,,,,,,,,132.0,,2.0,tm,1.0,16.0,,,,,,left_only
Julius Peppers,,2002-2018,3TM,,,,,,,,,,,,,130.0,,3.0,tm,1.0,17.0,,,,,,left_only
Randall McDaniel,,1988-2001,2TM,,,,,,,,,,,,,129.0,,2.0,tm,1.0,14.0,,,,,,left_only
Emmitt Smith,,1990-2004,2TM,,,,,,,,,,,,,129.0,,2.0,tm,1.0,15.0,,,,,,left_only
LaDainian Tomlinson,,2001-2011,2TM,,,,,,,,,,,,,129.0,,2.0,tm,1.0,11.0,,,,,,left_only
Deion Sanders,,1989-2005,5TM,,,,,,,,,,,,,127.0,,5.0,tm,1.0,17.0,,,,,,left_only
Walter Payton,,1975-1987,chi,,,,,,,,,,,,,127.0,,1.0,CHI,1.0,13.0,,,,,,left_only
Randy Moss,,1998-2012,5TM,,,,,,,,,,,,,124.0,,5.0,tm,1.0,15.0,,,,,,left_only
Aaron Donald,,2014-2023,ram,,,,,,,,,,,,,124.0,,1.0,RAM,0.0,10.0,,,,,,left_only
Mike Singletary,,1981-1992,chi,,,,,,,,,,,,,124.0,,1.0,CHI,1.0,12.0,,,,,,left_only
Marvin Harrison,,1996-2008,clt,,,,,,,,,,,,,123.0,,1.0,CLT,1.0,13.0,,,,,,left_only
Ronnie Lott,,1981-1994,3TM,,,,,,,,,,,,,123.0,,3.0,tm,1.0,14.0,,,,,,left_only
Michael Strahan,,1993-2007,nyg,,,,,,,,,,,,,122.0,,1.0,NYG,1.0,15.0,,,,,,left_only
Bobby Wagner,,2012-2024,3TM,,,,,,,,,,,,,121.0,,3.0,tm,0.0,13.0,,,,,,left_only
Terrell Owens,,1996-2010,5TM,,,,,,,,,,,,,121.0,,5.0,tm,1.0,15.0,,,,,,left_only
Barry Sanders,,1989-1998,det,,,,,,,,,,,,,120.0,,1.0,DET,1.0,10.0,,,,,,left_only
Brian Urlacher,,2000-2012,chi,,,,,,,,,,,,,119.0,,1.0,CHI,1.0,13.0,,,,,,left_only
Paul Krause,,1964-1979,2TM,,,,,,,,,,,,,119.0,,2.0,tm,1.0,16.0,,,,,,left_only
Jeff Saturday,,1999-2012,2TM,,,,,,,,,,,,,118.0,,2.0,tm,0.0,14.0,,,,,,left_only
Jason Taylor,,1997-2011,3TM,,,,,,,,,,,,,118.0,,3.0,tm,1.0,15.0,,,,,,left_only
Champ Bailey,,1999-2013,2TM,,,,,,,,,,,,,117.0,,2.0,tm,1.0,15.0,,,,,,left_only
Warren Sapp,,1995-2007,2TM,,,,,,,,,,,,,117.0,,2.0,tm,1.0,13.0,,,,,,left_only
Merlin Olsen,,1962-1976,ram,,,,,,,,,,,,,116.0,,1.0,RAM,1.0,15.0,,,,,,left_only
Randy White,,1975-1988,dal,,,,,,,,,,,,,116.0,,1.0,DAL,1.0,14.0,,,,,,left_only
Reggie Wayne,,2001-2014,clt,,,,,,,,,,,,,116.0,,1.0,CLT,0.0,14.0,,,,,,left_only
Charles Woodson,,1998-2015,2TM,,,,,,,,,,,,,115.0,,2.0,tm,1.0,18.0,,,,,,left_only
Zach Thomas,,1996-2008,2TM,,,,,,,,,,,,,115.0,,2.0,tm,1.0,13.0,,,,,,left_only
Mike Webster,,1974-1990,2TM,,,,,,,,,,,,,114.0,,2.0,tm,1.0,17.0,,,,,,left_only
Chris Doleman,,1985-1999,3TM,,,,,,,,,,,,,114.0,,3.0,tm,1.0,15.0,,,,,,left_only
Jahri Evans,,2006-2017,2TM,,,,,,,,,,,,,114.0,,2.0,tm,0.0,12.0,,,,,,left_only
Jack Ham,,1971-1982,pit,,,,,,,,,,,,,113.0,,1.0,PIT,1.0,12.0,,,,,,left_only
Will Shields,,1993-2006,kan,,,,,,,,,,,,,113.0,,1.0,KAN,1.0,14.0,,,,,,left_only
Edgerrin James,,1999-2009,3TM,,,,,,,,,,,,,113.0,,3.0,tm,1.0,11.0,,,,,,left_only
Ted Hendricks,,1969-1983,3TM,,,,,,,,,,,,,112.0,,3.0,tm,1.0,15.0,,,,,,left_only
Rickey Jackson,,1981-1995,2TM,,,,,,,,,,,,,112.0,,2.0,tm,1.0,15.0,,,,,,left_only
John Hannah,,1973-1985,nwe,,,,,,,,,,,,,112.0,,1.0,NWE,1.0,13.0,,,,,,left_only
Jim Otto,,1960-1974,rai,,,,,,,,,,,,,112.0,,1.0,RAI,1.0,15.0,,,,,,left_only
Jack Youngblood,,1971-1984,ram,,,,,,,,,,,,,112.0,,1.0,RAM,1.0,14.0,,,,,,left_only
Bob Lilly,,1961-1974,dal,,,,,,,,,,,,,112.0,,1.0,DAL,1.0,14.0,,,,,,left_only
Willie Roaf,,1993-2005,2TM,,,,,,,,,,,,,111.0,,2.0,tm,1.0,13.0,,,,,,left_only
Jack Lambert,,1974-1984,pit,,,,,,,,,,,,,111.0,,1.0,PIT,1.0,11.0,,,,,,left_only
J.J. Watt,,2011-2022,2TM,,,,,,,,,,,,,110.0,,2.0,tm,0.0,12.0,,,,,,left_only
Thurman Thomas,,1988-2000,2TM,,,,,,,,,,,,,110.0,,2.0,tm,1.0,13.0,,,,,,left_only
Terrell Suggs,,2003-2019,3TM,,,,,,,,,,,,,110.0,,3.0,tm,0.0,17.0,,,,,,left_only
Aeneas Williams,,1991-2004,2TM,,,,,,,,,,,,,110.0,,2.0,tm,1.0,14.0,,,,,,left_only
Joe Greene,,1969-1981,pit,,,,,,,,,,,,,109.0,,1.0,PIT,1.0,13.0,,,,,,left_only
Willie Brown,,1963-1978,2TM,,,,,,,,,,,,,109.0,,2.0,tm,1.0,16.0,,,,,,left_only
Ronde Barber,,1997-2012,tam,,,,,,,,,,,,,109.0,,1.0,TAM,1.0,16.0,,,,,,left_only
Mike Haynes,,1976-1989,2TM,,,,,,,,,,,,,109.0,,2.0,tm,1.0,14.0,,,,,,left_only
Calais Campbell,,2008-2024,5TM,,,,,,,,,,,,,109.0,,5.0,tm,0.0,17.0,,,,,,left_only
Paul Warfield,,1964-1977,2TM,,,,,,,,,,,,,108.0,,2.0,tm,1.0,14.0,,,,,,left_only
Kevin Mawae,,1994-2009,3TM,,,,,,,,,,,,,108.0,,3.0,tm,1.0,16.0,,,,,,left_only
Gene Upshaw,,1967-1981,rai,,,,,,,,,,,,,108.0,,1.0,RAI,1.0,15.0,,,,,,left_only
Jim Brown,,1957-1965,cle,,,,,,,,,,,,,108.0,,1.0,CLE,1.0,9.0,,,,,,left_only
John Randle,,1990-2003,2TM,,,,,,,,,,,,,108.0,,2.0,tm,1.0,14.0,,,,,,left_only
Alan Faneca,,1998-2010,3TM,,,,,,,,,,,,,108.0,,3.0,tm,1.0,13.0,,,,,,left_only
Jim Tyrer,,1961-1974,2TM,,,,,,,,,,,,,107.0,,2.0,tm,0.0,14.0,,,,,,left_only
Tony Dorsett,,1977-1988,2TM,,,,,,,,,,,,,107.0,,2.0,tm,1.0,12.0,,,,,,left_only
Herb Adderley,,1961-1972,2TM,,,,,,,,,,,,,106.0,,2.0,tm,1.0,12.0,,,,,,left_only
Tim Brown,,1988-2004,2TM,,,,,,,,,,,,,105.0,,2.0,tm,1.0,17.0,,,,,,left_only
Bobby Bell,,1963-1974,kan,,,,,,,,,,,,,104.0,,1.0,KAN,1.0,12.0,,,,,,left_only
Nick Buoniconti,,1962-1976,2TM,,,,,,,,,,,,,104.0,,2.0,tm,1.0,15.0,,,,,,left_only
Larry Little,,1967-1980,2TM,,,,,,,,,,,,,104.0,,2.0,tm,1.0,14.0,,,,,,left_only
Michael Irvin,,1988-1999,dal,,,,,,,,,,,,,104.0,,1.0,DAL,1.0,12.0,,,,,,left_only
Derrick Thomas,,1989-1999,kan,,,,,,,,,,,,,104.0,,1.0,KAN,1.0,11.0,,,,,,left_only
Ron Yary,,1968-1982,2TM,,,,,,,,,,,,,104.0,,2.0,tm,1.0,15.0,,,,,,left_only
Brian Dawkins,,1996-2011,2TM,,,,,,,,,,,,,104.0,,2.0,tm,1.0,16.0,,,,,,left_only
Rod Smith,,1995-2006,den,,,,,,,,,,,,,104.0,,1.0,DEN,0.0,12.0,,,,,,left_only
Von Miller,,2011-2024,3TM,,,,,,,,,,,,,104.0,,3.0,tm,0.0,14.0,,,,,,left_only
Marcus Allen,,1982-1997,2TM,,,,,,,,,,,,,104.0,,2.0,tm,1.0,16.0,,,,,,left_only
Orlando Pace,,1997-2009,2TM,,,,,,,,,,,,,104.0,,2.0,tm,1.0,13.0,,,,,,left_only
Franco Harris,,1972-1984,2TM,,,,,,,,,,,,,103.0,,2.0,tm,1.0,13.0,,,,,,left_only
Jimmy Johnson,,1961-1976,sfo,,,,,,,,,,,,,103.0,,1.0,SFO,1.0,16.0,,,,,,left_only
Deacon Jones,,1961-1974,3TM,,,,,,,,,,,,,103.0,,3.0,tm,1.0,14.0,,,,,,left_only
Gary Zimmerman,,1986-1997,2TM,,,,,,,,,,,,,103.0,,2.0,tm,1.0,12.0,,,,,,left_only
Patrick Peterson,,2011-2023,3TM,,,,,,,,,,,,,103.0,,3.0,tm,0.0,13.0,,,,,,left_only
Darrell Green,,1983-2002,was,,,,,,,,,,,,,103.0,,1.0,WAS,1.0,20.0,,,,,,left_only
Cameron Jordan,,2011-2024,nor,,,,,,,,,,,,,103.0,,1.0,NOR,0.0,14.0,,,,,,left_only
Steve Largent,,1976-1989,sea,,,,,,,,,,,,,103.0,,1.0,SEA,1.0,14.0,,,,,,left_only
Mick Tingelhoff,,1962-1978,min,,,,,,,,,,,,,103.0,,1.0,MIN,1.0,17.0,,,,,,left_only
Willie Davis,,1958-1969,2TM,,,,,,,,,,,,,103.0,,2.0,tm,1.0,12.0,,,,,,left_only
Isiah Robertson,,1971-1982,2TM,,,,,,,,,,,,,103.0,,2.0,tm,0.0,12.0,,,,,,left_only
Tiki Barber,,1997-2006,nyg,,,,,,,,,,,,,103.0,,1.0,NYG,0.0,10.0,,,,,,left_only
Steve Smith Sr.,,2001-2016,2TM,,,,,,,,,,,,,102.0,,2.0,tm,0.0,16.0,,,,,,left_only
James Lofton,,1978-1993,5TM,,,,,,,,,,,,,102.0,,5.0,tm,1.0,16.0,,,,,,left_only
Curtis Martin,,1995-2005,2TM,,,,,,,,,,,,,102.0,,2.0,tm,1.0,11.0,,,,,,left_only
Logan Mankins,,2005-2015,2TM,,,,,,,,,,,,,102.0,,2.0,tm,0.0,11.0,,,,,,left_only
Jim Marshall,,1960-1979,2TM,,,,,,,,,,,,,102.0,,2.0,tm,0.0,20.0,,,,,,left_only
Dan Hampton,,1979-1990,chi,,,,,,,,,,,,,102.0,,1.0,CHI,1.0,12.0,,,,,,left_only
Steve Wisniewski,,1989-2001,rai,,,,,,,,,,,,,102.0,,1.0,RAI,0.0,13.0,,,,,,left_only
Jason Kelce,,2011-2023,phi,,,,,,,,,,,,,102.0,,1.0,PHI,0.0,13.0,,,,,,left_only
Tom Nalen,,1994-2007,den,,,,,,,,,,,,,102.0,,1.0,DEN,0.0,14.0,,,,,,left_only
Ed Reed,,2002-2013,3TM,,,,,,,,,,,,,102.0,,3.0,tm,1.0,12.0,,,,,,left_only
Kevin Williams,,2003-2015,3TM,,,,,,,,,,,,,102.0,,3.0,tm,0.0,13.0,,,,,,left_only
Zack Martin,,2014-2024,dal,,,,,,,,,,,,,102.0,,1.0,DAL,0.0,11.0,,,,,,left_only
Richmond Webb,,1990-2002,2TM,,,,,,,,,,,,,102.0,,2.0,tm,0.0,13.0,,,,,,left_only
Sam Mills,,1986-1997,2TM,,,,,,,,,,,,,102.0,,2.0,tm,1.0,12.0,,,,,,left_only
Larry Allen,,1994-2007,2TM,,,,,,,,,,,,,101.0,,2.0,tm,1.0,14.0,,,,,,left_only
Don Maynard,,1958-1973,3TM,,,,,,,,,,,,,101.0,,3.0,tm,1.0,16.0,,,,,,left_only
Justin Smith,,2001-2014,2TM,,,,,,,,,,,,,101.0,,2.0,tm,0.0,14.0,,,,,,left_only
Adrian Peterson,,2007-2021,7TM,,,,,,,,,,,,,101.0,,7.0,tm,0.0,15.0,,,,,,left_only
Isaac Bruce,,1994-2009,2TM,,,,,,,,,,,,,101.0,,2.0,tm,1.0,16.0,,,,,,left_only
Jared Allen,,2004-2015,4TM,,,,,,,,,,,,,101.0,,4.0,tm,0.0,12.0,,,,,,left_only
Julio Jones,,2011-2023,4TM,,,,,,,,,,,,,101.0,,4.0,tm,0.0,13.0,,,,,,left_only
DeMarcus Ware,,2005-2016,2TM,,,,,,,,,,,,,100.0,,2.0,tm,1.0,12.0,,,,,,left_only
Steve McMichael,,1980-1994,3TM,,,,,,,,,,,,,100.0,,3.0,tm,1.0,15.0,,,,,,left_only
Lem Barney,,1967-1977,det,,,,,,,,,,,,,100.0,,1.0,DET,1.0,11.0,,,,,,left_only
Ndamukong Suh,,2010-2022,5TM,,,,,,,,,,,,,100.0,,5.0,tm,0.0,13.0,,,,,,left_only
Haloti Ngata,,2006-2018,3TM,,,,,,,,,,,,,100.0,,3.0,tm,0.0,13.0,,,,,,left_only
Andrew Whitworth,,2006-2021,2TM,,,,,,,,,,,,,100.0,,2.0,tm,0.0,16.0,,,,,,left_only
Chris Hanburger,,1965-1978,was,,,,,,,,,,,,,100.0,,1.0,WAS,1.0,14.0,,,,,,left_only
Ricky Watters,,1992-2001,3TM,,,,,,,,,,,,,100.0,,3.0,tm,0.0,10.0,,,,,,left_only
Mel Renfro,,1964-1977,dal,,,,,,,,,,,,,100.0,,1.0,DAL,1.0,14.0,,,,,,left_only
Torry Holt,,1999-2009,2TM,,,,,,,,,,,,,99.0,,2.0,tm,0.0,11.0,,,,,,left_only
Trent Williams,,2010-2024,2TM,,,,,,,,,,,,,99.0,,2.0,tm,0.0,15.0,,,,,,left_only
Wilber Marshall,,1984-1995,5TM,,,,,,,,,,,,,99.0,,5.0,tm,0.0,12.0,,,,,,left_only
Cris Carter,,1987-2002,3TM,,,,,,,,,,,,,99.0,,3.0,tm,1.0,16.0,,,,,,left_only
Lance Alworth,,1962-1972,2TM,,,,,,,,,,,,,98.0,,2.0,tm,1.0,11.0,,,,,,left_only
Pat Swilling,,1986-1998,3TM,,,,,,,,,,,,,98.0,,3.0,tm,0.0,13.0,,,,,,left_only
